,ConversationId,ConversationInitiated,ConversationDate,ConversationEndedBy,Id,Initiated,Event,Text,ParticipantId,ParticipantRole,QueueDuration,Duration,Abandoned,VisitorWait,AnyText
110961,5dd4c4fd4b553924b460cf88,1574225149325,2019-11-20 04:45:49,SYSTEM,5dd4cba14b553924b4612bb5,2019-11-20 05:14:09,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,9456.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
110971,5dd4c53c4b553924b460d36a,1574225212673,2019-11-20 04:46:52,SYSTEM,5dd4c6e94b553924b460e52c,2019-11-20 04:54:01,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,30020271.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
111006,5dd4c97b4b553924b4610b0f,1574226299484,2019-11-20 05:04:59,SYSTEM,5dd4cab74b553924b4611b53,2019-11-20 05:10:15,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,176566.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
111030,5dd4cd694b553924b4613c3c,1574227305716,2019-11-20 05:21:45,SYSTEM,5dd4ce8b4b553924b46149a0,2019-11-20 05:26:35,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,139446.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
111393,5dd6137b4b553924b46d564b,1574310779532,2019-11-21 04:32:59,SYSTEM,5dd61ad24b553924b46da40a,2019-11-21 05:04:18,,I need to ask you are you aware that many of the girls who get involved start as minors?,EKVnTGMw5aagaU,Agent,,701001.0,True,,I need to ask you are you aware that many of the girls who get involved start as minors?
111404,5dd6173d4b553924b46d7e19,1574311741869,2019-11-21 04:49:01,SYSTEM,5dd61b114b553924b46da8c0,2019-11-21 05:05:21,,Are you aware that many of the girls who get involved start as minors?,EKVnTGMw5aagaU,Agent,,102292.0,True,,Are you aware that many of the girls who get involved start as minors?
111440,5dd61c8b4b553924b46dc020,1574313099414,2019-11-21 05:11:39,SYSTEM,5dd61d3f4b553924b46dcb44,2019-11-21 05:14:39,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,193923.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112024,5dd74f4c4b553924b4777c79,1574391628829,2019-11-22 03:00:28,SYSTEM,5dd760f54b553924b478cfe0,2019-11-22 04:15:49,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43219165.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
112045,5dd74fb44b553924b47784b0,1574391732938,2019-11-22 03:02:12,SYSTEM,5dd752fc4b553924b477c41a,2019-11-22 03:16:12,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,67956.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112077,5dd750c74b553924b4779a6a,1574392007733,2019-11-22 03:06:47,SYSTEM,5dd7558a4b553924b477f65b,2019-11-22 03:27:06,,Are you aware that many of the girls who get involved in prostitution are minors?,FGV8TqMa5aama!,Agent,,43203234.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
112215,5dd7602b4b553924b478bdf7,1574395947307,2019-11-22 04:12:27,SYSTEM,5dd762504b553924b478e891,2019-11-22 04:21:36,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,147019.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
112217,5dd7602b4b553924b478bdf7,1574395947307,2019-11-22 04:12:27,SYSTEM,5dd763894b553924b4790ce0,2019-11-22 04:26:49,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,612519.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112281,5dd763854b553924b4790bb4,1574396805244,2019-11-22 04:26:45,SYSTEM,5dd767ac4b553924b4795021,2019-11-22 04:44:28,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,70903.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112295,5dd765824b553924b4792ad4,1574397314277,2019-11-22 04:35:14,SYSTEM,5dd767984b553924b4794ef1,2019-11-22 04:44:08,,"So, Are you aware that many of the girls who get involved in prostitution are minors?",EKVnTGMw5aagaU,Agent,,9577.0,True,,"So, Are you aware that many of the girls who get involved in prostitution are minors?"
112298,5dd765824b553924b4792ad4,1574397314277,2019-11-22 04:35:14,SYSTEM,5dd767b64b553924b479514f,2019-11-22 04:44:38,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,18383.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112334,5dd7664c4b553924b47930a2,1574397516419,2019-11-22 04:38:36,SYSTEM,5dd768be4b553924b479755f,2019-11-22 04:49:02,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43206890.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
112419,5dd76b0a4b553924b479b303,1574398730779,2019-11-22 04:58:50,SYSTEM,5dd76d7e4b553924b479f86c,2019-11-22 05:09:18,,Serously... Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43204662.0,True,,Serously... Are you aware that many of the girls who get involved in prostitution are minors?
112599,5dd76f444b553924b47a33a4,1574399812884,2019-11-22 05:16:52,SYSTEM,5dd770a44b553924b47a5f89,2019-11-22 05:22:44,,No lies... Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,100288.0,True,,No lies... Are you aware that many of the girls who get involved in prostitution are minors?
112645,5dd76fb14b553924b47a4070,1574399921092,2019-11-22 05:18:41,SYSTEM,5dd7761e4b553924b47af0c4,2019-11-22 05:46:06,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,131864.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112711,5dd772974b553924b47a9033,1574400663595,2019-11-22 05:31:03,SYSTEM,5dd774c64b553924b47ac606,2019-11-22 05:40:22,,"Seriously, \nAre you aware that many of the girls who get involved in prostitution are minors?",EKVnTGMw5aagaU,Agent,,109996.0,True,,"Seriously, \nAre you aware that many of the girls who get involved in prostitution are minors?"
112713,5dd772974b553924b47a9033,1574400663595,2019-11-22 05:31:03,SYSTEM,5dd776334b553924b47af224,2019-11-22 05:46:27,,"Yeah I am\n, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,122229.0,True,,"Yeah I am\n, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
112744,5dd7736b4b553924b47aa417,1574400875985,2019-11-22 05:34:35,SYSTEM,5dd776504b553924b47af7a3,2019-11-22 05:46:56,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43200579.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
112909,5dddcc434b553924b495ea6f,1574816835859,2019-11-27 01:07:15,SYSTEM,5dddd1b24b553924b4961f2f,2019-11-27 01:30:26,,are you aware that many of the girls who get involved in prostitution are minors?,vquMTGMU5aaUaY,Agent,,111628.0,True,,are you aware that many of the girls who get involved in prostitution are minors?
